Product_Tienda,Product_Other,Store,Price_Tienda,Price_Other,Difference,Percentage,Cheaper_At,Match_Score,Match_Type,Savings
Arroz Carnaroli INVERNI 500 g,Arroz arborio RISO INVERNI 1 kg,Disco,$239,$434,$195,81.6%,Tienda Inglesa,0.73,name,195.0
Arroz Carnaroli INVERNI 500 g,Arroz arborio RISO INVERNI 1 kg,Disco,$239,$434,$195,81.6%,Tienda Inglesa,0.73,name,195.0
Arroz Carnaroli INVERNI 500 g,Arroz arborio RISO INVERNI 1 kg,Disco,$239,$434,$195,81.6%,Tienda Inglesa,0.73,name,195.0
Arroz Carnaroli INVERNI 500 g,Arroz arborio RISO INVERNI 1 kg,Devoto,$239,$434,$195,81.6%,Tienda Inglesa,0.73,name,195.0
Arroz Carnaroli INVERNI 500 g,Arroz arborio RISO INVERNI 1 kg,Devoto,$239,$434,$195,81.6%,Tienda Inglesa,0.73,name,195.0
Arroz Carnaroli INVERNI 500 g,Arroz arborio RISO INVERNI 1 kg,Devoto,$239,$434,$195,81.6%,Tienda Inglesa,0.73,name,195.0
Arroz Carnaroli INVERNI 500 g,Arroz carnaroli CURTIRISO,Disco,$239,$375,$136,56.9%,Tienda Inglesa,0.70,name,136.0
Arroz Carnaroli INVERNI 500 g,Arroz carnaroli CURTIRISO,Disco,$239,$375,$136,56.9%,Tienda Inglesa,0.70,name,136.0
Arroz Carnaroli INVERNI 500 g,Arroz carnaroli CURTIRISO,Disco,$239,$375,$136,56.9%,Tienda Inglesa,0.70,name,136.0
Arroz Carnaroli INVERNI 500 g,Arroz carnaroli CURTIRISO,Devoto,$239,$375,$136,56.9%,Tienda Inglesa,0.70,name,136.0
Arroz Carnaroli INVERNI 500 g,Arroz carnaroli CURTIRISO,Devoto,$239,$375,$136,56.9%,Tienda Inglesa,0.70,name,136.0
Arroz Carnaroli INVERNI 500 g,Arroz carnaroli CURTIRISO,Devoto,$239,$375,$136,56.9%,Tienda Inglesa,0.70,name,136.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.81,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.81,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.81,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.81,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.81,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.81,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.71,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.71,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.71,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.71,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.71,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.71,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.71,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.71,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con queso MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.71,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.71,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con queso MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.71,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.71,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.71,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con queso MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.71,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.71,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz con queso MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.71,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz paella MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.68,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz paella MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.68,name,20.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz paella MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.68,name,24.0
Arroz con Hongos y Finas Hierbas MONTE CUDINE 200 g,Arroz paella MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.68,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz paella MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.77,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz paella MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.77,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz paella MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.77,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz paella MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.77,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz con queso MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz con queso MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz con queso MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz con queso MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.73,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.73,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.73,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.73,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.73,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.73,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.69,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.69,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.69,name,20.0
Arroz MONTE CUDINE Paella 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.69,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.69,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.69,name,24.0
Arroz MONTE CUDINE Paella 200 g,Arroz milanés BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.67,name,26.0
Arroz MONTE CUDINE Paella 200 g,Arroz milanés BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.67,name,26.0
Arroz MONTE CUDINE Paella 200 g,Arroz milanés BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.67,name,26.0
Arroz MONTE CUDINE Paella 200 g,Arroz milanés BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.67,name,26.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.97,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.97,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.97,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.97,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.97,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.97,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.95,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.95,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.95,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con espárragos MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.95,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con queso MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.85,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con queso MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.85,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con queso MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.85,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con queso MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.85,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.84,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.84,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.84,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.84,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.84,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.84,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz paella MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz paella MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz paella MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz paella MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.74,name,20.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.74,name,24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz primavera MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.71,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz primavera MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.71,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz primavera MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.71,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz primavera MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.71,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz primavera MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.71,name,-24.0
Arroz con Espárragos MONTE CUDINE 210 g,Arroz primavera MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.71,name,-24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$50,$74,$24,48.0%,Tienda Inglesa,0.73,name,24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$50,$74,$24,48.0%,Tienda Inglesa,0.73,name,24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$50,$74,$24,48.0%,Tienda Inglesa,0.73,name,24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$50,$74,$24,48.0%,Tienda Inglesa,0.73,name,24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 2 kg,Disco,$56,$149,$93,166.1%,Tienda Inglesa,0.83,name,93.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 5 kg,Disco,$56,$229,$173,308.9%,Tienda Inglesa,0.83,name,173.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 2 kg,Disco,$56,$149,$93,166.1%,Tienda Inglesa,0.83,name,93.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 5 kg,Disco,$56,$229,$173,308.9%,Tienda Inglesa,0.83,name,173.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 2 kg,Devoto,$56,$149,$93,166.1%,Tienda Inglesa,0.83,name,93.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 5 kg,Devoto,$56,$333,$277,494.6%,Tienda Inglesa,0.83,name,277.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 2 kg,Devoto,$56,$149,$93,166.1%,Tienda Inglesa,0.83,name,93.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 5 kg,Devoto,$56,$333,$277,494.6%,Tienda Inglesa,0.83,name,277.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz paella BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.73,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz paella BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.73,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz paella BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.73,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz paella BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.73,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz corto panoja 1 kg,Disco,$56,$119,$63,112.5%,Tienda Inglesa,0.73,name,63.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$56,$74,$18,32.1%,Tienda Inglesa,0.73,name,18.0
Arroz BLUE PATNA 1 Kg,Arroz corto panoja 1 kg,Disco,$56,$119,$63,112.5%,Tienda Inglesa,0.73,name,63.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$56,$74,$18,32.1%,Tienda Inglesa,0.73,name,18.0
Arroz BLUE PATNA 1 Kg,Arroz corto panoja 1 kg,Devoto,$56,$119,$63,112.5%,Tienda Inglesa,0.73,name,63.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$56,$74,$18,32.1%,Tienda Inglesa,0.73,name,18.0
Arroz BLUE PATNA 1 Kg,Arroz corto panoja 1 kg,Devoto,$56,$119,$63,112.5%,Tienda Inglesa,0.73,name,63.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$56,$74,$18,32.1%,Tienda Inglesa,0.73,name,18.0
Arroz BLUE PATNA 1 Kg,Arroz milanés BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.72,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz milanés BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.72,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz milanés BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.72,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz milanés BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.72,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$56,$48,$8,14.3%,Disco,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$56,$48,$8,14.3%,Disco,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$56,$48,$8,14.3%,Disco,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$56,$48,$8,14.3%,Devoto,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$56,$48,$8,14.3%,Devoto,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$56,$48,$8,14.3%,Devoto,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz primavera BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.69,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz doble carolina SAMAN 1 kg,Disco,$56,$140,$84,150.0%,Tienda Inglesa,0.69,name,84.0
